37.3777, 25.2105
37.381, 25.2069
37.384, 25.2017
37.3746, 25.2054
37.3844, 25.2048
37.4441, 25.2443
37.4466, 25.2184
37.4437, 25.2479
37.445, 25.2428
37.4398, 25.2464
37.4447, 25.2409
37.4438, 25.2627
37.4433, 25.2572
37.4393, 25.2418
37.3791, 25.2103
37.4418, 25.2653
37.3844, 25.2048
37.4439, 25.2229
37.438, 25.2505
37.4389, 25.2183
37.4461, 25.2493
37.4404, 25.2532
37.4428, 25.2518
37.4397, 25.2515
37.4401, 25.2425
37.4387, 25.2623
37.4362, 25.2597
37.4391, 25.2483
37.4449, 25.2328
37.3805, 25.2147
37.3701, 25.2049
37.379, 25.2041
37.3693, 25.2136
37.4376, 25.2632
37.4426, 25.2756
37.3844, 25.2048
37.44, 25.2211
37.4435, 25.2518
37.4345, 25.2206
37.4409, 25.249
37.4381, 25.2552
37.4385, 25.252
37.444, 25.2672
37.4328, 25.2555
37.4433, 25.236
37.4378, 25.2434
37.4338, 25.2607
37.4411, 25.2396
37.4311, 25.2577
37.4441, 25.2687
37.4441, 25.2372
37.4384, 25.2437
37.4412, 25.2322
37.3836, 25.2136
37.4449, 25.259
37.3793, 25.2031
37.4462, 25.2283
37.3842, 25.202
37.371, 25.2171
37.372, 25.2051
37.4375, 25.2437
37.4423, 25.2768
37.4457, 25.2506
37.4426, 25.2764
37.4319, 25.2651
37.444, 25.2718
37.3844, 25.2048
37.4388, 25.2203
37.4377, 25.2508
37.4374, 25.2646
37.4433, 25.2755
37.4314, 25.2191
37.4329, 25.2458
37.4445, 25.26
37.4348, 25.2539
37.4344, 25.2482
37.4401, 25.2683
37.4393, 25.2751
37.446, 25.2448
37.4255, 25.2572
37.4408, 25.2407
37.4361, 25.2435
37.4456, 25.2265
37.429, 25.2575
37.4456, 25.2509
37.4328, 25.2318
37.4316, 25.2765
37.4235, 25.2552
37.4341, 25.2748
37.4445, 25.2393
37.4337, 25.2392
37.4426, 25.2307
37.3842, 25.2109
37.444, 25.2571
37.3791, 25.2141
37.4435, 25.2448
37.4434, 25.2304
37.3834, 25.2034
37.3842, 25.202
37.371, 25.2171
37.3781, 25.217
37.4433, 25.5258
37.4408, 25.5203
37.4271, 25.509
37.4293, 25.5357
37.4547, 25.487
37.434, 25.2398
37.4511, 25.4843
37.4405, 25.2834
37.4377, 25.2468
37.4388, 25.275
37.4251, 25.2582
37.4412, 25.282
37.4417, 25.2651
37.3844, 25.2048
37.4372, 25.2178
37.4276, 25.25
